dataset,method,base_method,centrality,proportion,ri,ch,fm,v,dbs,ss
cnae-9_norm,SSKISOMAP_degree_centrality_p70,SSKISOMAP,degree,70,0.889260297606211,0.015339283433448567,0.347269458269515,0.5288792488506291,0.0959509795647133,0.20900129991613886
cnae-9_norm,SSKISOMAP_degree_centrality_p80,SSKISOMAP,degree,80,0.8879933146430881,0.008246411100338224,0.5170898762187657,0.6451095741470835,0.13869646290829438,0.33993494627022663
cnae-9_norm,SSKISOMAP_degree_centrality_p90,SSKISOMAP,degree,90,0.9354916972180288,0.0,0.5392622202346706,0.6247855923419323,0.20306420306160916,0.2656960622617615
cnae-9_norm,SSKISOMAP_degree_centrality_p100,SSKISOMAP,degree,100,0.927054129825318,0.014956810118551643,0.483906941165233,0.6306563883869177,0.14238030483249112,0.11854558385707784
cnae-9_norm,SSKISOMAP_closeness_centrality_p10,SSKISOMAP,closeness,10,0.8510890662065991,0.03365926431131565,0.2276271757212334,0.6290797858286181,0.07827213715445745,0.33476022991137766
cnae-9_norm,SSKISOMAP_closeness_centrality_p20,SSKISOMAP,closeness,20,0.7718891524692689,0.10075428236659632,0.2369778036360604,0.6030217705118618,0.056955429687837816,0.5198632478116273
cnae-9_norm,SSKISOMAP_closeness_centrality_p30,SSKISOMAP,closeness,30,0.7381927970670692,0.0771874556151024,0.259246119284477,0.6279194300375024,0.2473640911963651,0.4110507382347398
cnae-9_norm,SSKISOMAP_closeness_centrality_p40,SSKISOMAP,closeness,40,0.8030245848609014,0.05465926460329663,0.11042423782433208,0.47632595722245447,0.09855904200004044,0.2086816443607444
cnae-9_norm,SSKISOMAP_closeness_centrality_p50,SSKISOMAP,closeness,50,0.7538548630580115,0.11621422316498091,0.17529214217767952,0.4635683527531941,0.05874244931904648,0.3544266283792485
cnae-9_norm,SSKISOMAP_closeness_centrality_p60,SSKISOMAP,closeness,60,0.7732909208540004,0.06243997942305237,0.07890722706824072,0.43462643703070014,0.4076671152384035,0.057914492329804876
cnae-9_norm,SSKISOMAP_closeness_centrality_p70,SSKISOMAP,closeness,70,0.880175760189778,0.15830538254001522,0.2099134916397634,0.5895768984633784,0.07694676632238188,0.26686077827844257
cnae-9_norm,SSKISOMAP_closeness_centrality_p80,SSKISOMAP,closeness,80,0.8820897131766227,0.08865085950064389,0.3082976197477102,0.6050350613579465,0.0928828048245324,0.13185015926664637
cnae-9_norm,SSKISOMAP_closeness_centrality_p90,SSKISOMAP,closeness,90,0.815963985335346,0.08370331386856297,0.34760649296055207,0.5633481267337338,0.04046178013971546,0.27687749051392685
cnae-9_norm,SSKISOMAP_closeness_centrality_p100,SSKISOMAP,closeness,100,0.927054129825318,0.014956810118551643,0.483906941165233,0.6306563883869177,0.14238030483249112,0.11854558385707784
cnae-9_norm,SSKISOMAP_eigenvector_centrality_p10,SSKISOMAP,eigenvector,10,0.9402361440586586,0.02330783471227421,0.3592391422629282,0.6560974127293459,0.12966286880178488,0.21674094211829997
cnae-9_norm,SSKISOMAP_eigenvector_centrality_p20,SSKISOMAP,eigenvector,20,0.8612788440802243,0.020260620269056416,0.2508483243296134,0.5673713849440821,0.07883749720086014,0.27233648937210003
cnae-9_norm,SSKISOMAP_eigenvector_centrality_p30,SSKISOMAP,eigenvector,30,0.7856642225576882,0.034787667128637074,0.2769134783258491,0.5484762910421662,0.11290153039662738,0.40642011997577754
cnae-9_norm,SSKISOMAP_eigenvector_centrality_p40,SSKISOMAP,eigenvector,40,0.6986467543670476,0.025277913230588304,0.21780964527452742,0.5025235949253188,0.07470539482228034,0.435997509059265
cnae-9_norm,SSKISOMAP_eigenvector_centrality_p50,SSKISOMAP,eigenvector,50,0.6700452879016606,0.05008236978945217,0.20495302276633873,0.4105665841587048,0.1895062719231165,0.16482756249446562
cnae-9_norm,SSKISOMAP_eigenvector_centrality_p60,SSKISOMAP,eigenvector,60,0.6554884623679103,0.07781266289877461,0.22164012519014725,0.4536482337256369,0.14486649881389224,0.34837208736454894
cnae-9_norm,SSKISOMAP_eigenvector_centrality_p70,SSKISOMAP,eigenvector,70,0.6937405650204874,0.08052635606718851,0.16871261648813404,0.37775050955918754,0.06876452076439918,0.2875044627739531
cnae-9_norm,SSKISOMAP_eigenvector_centrality_p80,SSKISOMAP,eigenvector,80,0.821031917187837,0.044427206394283866,0.19487514324315316,0.398187386716928,0.15085188037204372,0.1199303465676273
cnae-9_norm,SSKISOMAP_eigenvector_centrality_p90,SSKISOMAP,eigenvector,90,0.9222827259003665,0.02556347209353762,0.31885748532168934,0.5857675985026404,0.17220021370499675,0.0
cnae-9_norm,SSKISOMAP_eigenvector_centrality_p100,SSKISOMAP,eigenvector,100,0.927054129825318,0.014956810118551643,0.483906941165233,0.6306563883869177,0.14238030483249112,0.11854558385707784
cnae-9_norm,KISOMAP,KISOMAP,,,0.9682445546689669,0.1180332265959547,0.7528291325626665,0.8299091008645361,0.2344039783510215,0.46858670082669324
cnae-9_norm,UMAP,UMAP,,,1.0,0.1065194443453341,1.0,1.0,0.05530294228464433,0.5316889248240338
cnae-9_norm,TSNE,TSNE,,,0.9878962691395298,0.03785053854269954,0.9395479677869748,0.9332572457691413,0.09050269361906535,0.2971635068495547
cnae-9_norm,LLE,LLE,,,0.2971479404787578,0.054689870586516746,0.3512906421330233,0.13032111855022652,0.03356516805373829,0.8001861367944276
cnae-9_norm,SE,SE,,,0.9388074185896053,0.13034006451525912,0.7435328920878479,0.8793716633766037,0.06044864413099123,0.440669059215776
cnae-9_norm,KPCA,KPCA,,,0.3663737330170369,1.0,0.3845770322689316,0.26994609329137664,0.21319822664193752,0.5078048908945942
cnae-9_norm,LDA,LDA,,,0.019409100711667005,0.009538153253743386,0.45843842560698883,0.03498134036756808,0.024214083858963995,1.0
